,CD63 ICAM,CD63 p30,CD63 KLRG1,CD63 p30 + KLRG1,CD63 LILRB1,CD63 p30 + LILRB1,PFR ICAM,PFR p30,PFR KLRG1,PFR p30 + KLRG1,PFR LILRB1,PFR p30 + LILRB1
10,2435.841064666667,148719.6935917,12060.145085899996,300501.4917896667,43333.974547499995,46984.80613688889,101.1443951111105,87446.4424141,417.04110729999957,211879.60980033333,737.2489326000032,19161.485743111112
11,87652.453768,169136.3167782,35803.113155499996,151401.66687066667,-26244.309414000003,12753.177973333331,5648.293962666663,83116.8267066,494.5171785000002,79407.64259633332,-871.6718135999981,233.78554666666423
12,26385.4371666667,5391.209693099994,34611.4675518,7529.6966639999955,21000.5655875,40305.491713999996,327.97413111110654,733.2786153000015,430.28937059999953,2746.5655079999997,1239.1078850000013,67008.661657
13,360.31537533333176,49649.82177020001,45288.4719152,71509.76865333333,61531.04179899997,12618.61725044444,-42.55436711111088,45096.079998600006,69.00099039999805,1548.1140226666685,3134.620529200003,736.2804745555532
14,8923.376916666668,58241.36994339999,11334.61665489999,22852.74865066667,49752.49694399999,57060.16894488888,429.35936111111005,72775.7829862,-895.4103797000025,125949.45132933333,1305.8436672000025,20993.303631111106
15,2197.4061673333345,62373.15747629999,5145.057291599995,12459.614720000005,-8135.842352000007,93690.74780733333,155.84336555555547,19138.1753079,-177.72553080000034,12317.35936,-1093.9004544,35893.15583666666
16,15668.435967999998,56505.9652997,45603.53583610001,20642.52973199999,-9944.618477500007,6614.360748555562,595.463850666667,59804.204717099994,263.85826069999894,1184.3479559999996,-185.25248699999793,8169.444885444444
17,10274.523520000002,74789.35653660001,25283.384561399995,22414.543497333332,2267.951434499999,18921.377777777776,458.28394666666645,21283.359325800004,199.4069277999988,2076.129170666667,72.10641520000081,2320.3534222222206
18,20068.587346333326,65697.85232159999,13234.432211699997,79318.306262,28191.60759250001,62908.58439466667,695.1604098888856,68044.0842288,192.01505789999828,41088.275029000004,465.25576900000124,4088.1894613333316
19,12936.873433333341,23002.84027889999,16583.8751775,13755.94105666667,20112.417050999982,23195.673847222213,380.1482422222216,72166.6790577,-71.9310075000003,5752.501533333334,791.2474644000013,55786.08380077778
20,4632.121226000003,24090.904859099996,33666.503411199985,45907.19466800001,-8514.151285500004,19273.80398577777,171.45515133333265,8876.2480923,78.86813439999787,5002.286199999999,-535.8308717999989,302.2401902222191
21,9328.34448,61801.8637458,-1242.3126106000054,136384.0087853333,12811.964022,37804.337428000006,362.3290199999992,60094.1771094,-288.69353220000085,198543.97375866666,162.5708448000005,10678.379269999996
22,13560.253120612615,37545.74197,44672.10655289999,17413.860559999997,10382.165837999986,30744.00156133333,2300.134633192193,7221.864710000002,-719.0357247000011,1565.359887999999,503.36481360000107,14853.205438666666
23,7834.50556833333,109667.57713730002,42001.6952745,22381.722923333335,-23273.715835500014,14937.708801777775,289.9540072222226,36876.653871899995,725.4248714999976,377.7869766666663,-924.8351565999965,1852.3538622222204
24,10083.063274666674,52616.306379,86539.92269739999,62673.84529666667,14563.309462833326,127304.92568955556,543.2609884444446,92275.11083700001,-869.2521121999998,19199.041973333337,463.9289334555572,95955.82430044445
25,22387.271553666673,50664.50877870001,28656.608267399995,9346.748361666665,33461.859459,8369.679166666669,547.8876494444448,23880.5367291,20.64634379999916,2638.5535403333342,1955.3981748000024,-452.9921086666691
26,9797.413623666667,35353.0070817,53394.967899400006,64677.09849866666,-12146.641188500027,34274.49212833334,351.8886057777763,55878.2018011,140.27434379999977,47033.439569333335,-799.1554745999965,116042.99631166666
27,4874.80641666667,34734.33424889999,26632.975410799998,2968.162157999999,7669.120125000001,15982.507737777778,222.8317527777781,20098.5926167,-84.47784840000168,-85.27598399999988,485.14836000000014,13645.47756622222
28,14125.099360000007,35828.7247981,112734.59250150001,19858.853886,-5328.405159000002,130043.94942855553,735.9687466666674,11785.961634300002,426.64576049999596,361.3468439999997,-1267.1991331999961,152943.16659844446
29,17809.228844666664,34112.9141122,9928.188766899999,38081.31475999999,21266.2742105,43678.56828555556,657.1455637777781,59432.73066059999,22.071444299998802,4546.110040000001,1167.0168488000008,6835.599904444443
30,8272.284962666665,51869.6095743,12493.6391755,290626.8175026667,21809.264681999994,28566.829846666653,193.6189671111115,8823.230427899998,-295.9218815000022,173501.9871693333,490.9926048000016,259.654411333333
31,38235.24554266667,72589.68273188204,101063.51189309997,56022.310824999986,12532.481149999992,13785.969792777774,64091.55288044445,50224.7998990564,-56.241913300003944,25837.15226,42.45015600000261,2331.6038122222217
32,-616.5367239999905,57455.83392559999,7823.095662999989,58427.928466000005,-12217.262436500008,29303.31935222223,-222.45263466666802,37136.4679928,229.2059109999991,54908.66242400001,238.92909260000124,745.9715977777778
33,457.98276566666755,32054.313530399995,51672.0842242,4279.17629333333,14029.768066499993,19990.143523555555,-140.10715422222347,30058.517311199997,-129.7635306000011,11493.994450666667,-926.5894505999968,52642.99138744445
34,1648.3446840000033,62942.1072033,9296.228786599997,29335.902433333336,55626.00191249998,1349.0217657777757,109.42424000000028,12727.824240900003,220.75885019999896,2654.397960666667,3553.7163198000017,26.994078222220196
35,18907.573646999997,69232.79859949999,58279.1799343,16896.06092133333,-6508.442022500007,6382.765494222225,1163.9878910000007,78007.24199850002,451.85257909999746,1117.9879026666677,-219.60207699999955,290.4041527777772
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,13772.149525285538,68376.51909427729,39152.789991922225,54713.67986349073,14173.295547606478,56204.47708120371,2401.894316397313,46345.15786137102,56.47131523333173,35747.76837439815,459.5662091515448,32303.544243490738
